"argument_name","description","default_value","source_file","is_involved","recommended_value","reason"
"angle_build_vulkan_system_info","","true","//third_party/angle/gni/angle.gni:240","否","保持默认","与需求无关，使用默认值"
"angle_capture_replay_composite_file_id","","1","//third_party/angle/src/tests/capture_replay_tests/BUILD.gn:14","否","保持默认","与需求无关，使用默认值"
"angle_capture_replay_test_trace_dir","Set the trace directory. Default is traces","""traces""","//third_party/angle/src/tests/capture_replay_tests/BUILD.gn:12","否","保持默认","不需要测试/基准测试功能"
"angle_debug_layers_enabled","By default we enable debug layers when asserts are turned on.","true","//third_party/angle/gni/angle.gni:99","否","保持默认","与需求无关，使用默认值"
"angle_delegate_workers","By default, ANGLE is using a thread pool for parallel compilation. Activating the delegate worker results in posting the tasks using the embedder API. In Chromium code base, it results in sending tasks to the worker thread pool.","true","//third_party/angle/gni/angle.gni:137","否","保持默认","与需求无关，使用默认值"
"angle_egl_extension","Allow shared library custom name extensions for setting soname such as libEGL.so.1","""""","//third_party/angle/BUILD.gn:62","否","保持默认","与需求无关，使用默认值"
"angle_enable_abseil","Abseil has trouble supporting MSVC, particularly regarding component builds. http://crbug.com/1126524","true","//third_party/angle/BUILD.gn:50","否","保持默认","与需求无关，使用默认值"
"angle_enable_annotator_run_time_checks","Adds run-time checks to filter out EVENT() messages when the debug annotator is disabled.","false","//third_party/angle/BUILD.gn:53","否","保持默认","与需求无关，使用默认值"
"angle_enable_apple_translator_workarounds","","false","//third_party/angle/gni/angle.gni:252","否","保持默认","与需求无关，使用默认值"
"angle_enable_cgl","TODO(jdarpinian): Support enabling CGL and EAGL at the same time using the soft linking code. Also support disabling both for Metal-only builds.","false","//third_party/angle/gni/angle.gni:249","否","保持默认","与需求无关，使用默认值"
"angle_enable_cl","Enables OpenCL support, off by default.","false","//third_party/angle/gni/angle.gni:21","否","保持默认","与需求无关，使用默认值"
"angle_enable_cl_passthrough","Enables the OpenCL pass-through back end","false","//third_party/angle/gni/angle.gni:169","否","保持默认","与需求无关，使用默认值"
"angle_enable_commit_id","Enable generating current commit information using git","true","//third_party/angle/BUILD.gn:46","否","保持默认","与需求无关，使用默认值"
"angle_enable_custom_vulkan_cmd_buffers","Enable custom (cpu-side) secondary command buffers","true","//third_party/angle/src/libANGLE/renderer/vulkan/BUILD.gn:15","否","保持默认","与需求无关，使用默认值"
"angle_enable_custom_vulkan_outside_render_pass_cmd_buffers","","true","//third_party/angle/src/libANGLE/renderer/vulkan/BUILD.gn:24","否","保持默认","与需求无关，使用默认值"
"angle_enable_custom_vulkan_render_pass_cmd_buffers","","true","//third_party/angle/src/libANGLE/renderer/vulkan/BUILD.gn:28","否","保持默认","与需求无关，使用默认值"
"angle_enable_d3d11","","false","//third_party/angle/gni/angle.gni:143","否","保持默认","与需求无关，使用默认值"
"angle_enable_d3d11_compositor_native_window","","false","//third_party/angle/gni/angle.gni:218","否","保持默认","仅支持Linux平台，此参数不适用"
"angle_enable_d3d9","","false","//third_party/angle/gni/angle.gni:142","否","保持默认","与需求无关，使用默认值"
"angle_enable_desktop_glsl","Translator frontend support:","true","//third_party/angle/gni/angle.gni:191","否","保持默认","与需求无关，使用默认值"
"angle_enable_eagl","We should use EAGL (ES) on iOS except on Mac Catalyst on Intel CPUs, which uses CGL (desktop GL).","false","//third_party/angle/gni/angle.gni:224","否","保持默认","与需求无关，使用默认值"
"angle_enable_essl","","true","//third_party/angle/gni/angle.gni:195","否","保持默认","与需求无关，使用默认值"
"angle_enable_gl","","true","//third_party/angle/gni/angle.gni:145","是","false","禁用OpenGL GPU后端"
"angle_enable_gl_desktop","","true","//third_party/angle/gni/angle.gni:163","否","保持默认","与需求无关，使用默认值"
"angle_enable_gl_null","","true","//third_party/angle/src/libANGLE/renderer/gl/BUILD.gn:16","否","保持默认","与需求无关，使用默认值"
"angle_enable_glsl","","true","//third_party/angle/gni/angle.gni:196","否","保持默认","与需求无关，使用默认值"
"angle_enable_hlsl","Translator backend support:","false","//third_party/angle/gni/angle.gni:194","否","保持默认","与需求无关，使用默认值"
"angle_enable_metal","http://anglebug.com/2634","false","//third_party/angle/gni/angle.gni:166","否","保持默认","与需求无关，使用默认值"
"angle_enable_msl_through_spirv","By default, include the SPIR-V based MSL translator (in addition to the direct translator)","false","//third_party/angle/gni/angle.gni:129","否","保持默认","与需求无关，使用默认值"
"angle_enable_null","Disable null backend to save space for official build.","true","//third_party/angle/gni/angle.gni:162","是","true","启用null后端用于无GPU环境"
"angle_enable_overlay","Enable overlay by default when debug layers are enabled. This is currently only implemented on Vulkan.","true","//third_party/angle/gni/angle.gni:244","否","保持默认","与需求无关，使用默认值"
"angle_enable_perf_counter_output","Disable performance counter output by default","false","//third_party/angle/gni/angle.gni:221","否","保持默认","与需求无关，使用默认值"
"angle_enable_renderdoc","","true","//third_party/angle/gni/angle.gni:262","否","保持默认","与需求无关，使用默认值"
"angle_enable_spirv_gen_through_glslang","","true","//third_party/angle/gni/angle.gni:212","否","保持默认","与需求无关，使用默认值"
"angle_enable_swiftshader","","true","//third_party/angle/gni/angle.gni:188","否","保持默认","与需求无关，使用默认值"
"angle_enable_trace","","false","//third_party/angle/gni/angle.gni:197","否","保持默认","与需求无关，使用默认值"
"angle_enable_trace_android_logcat","","false","//third_party/angle/gni/angle.gni:198","否","保持默认","仅支持Linux平台，此参数不适用"
"angle_enable_trace_events","","false","//third_party/angle/gni/angle.gni:199","否","保持默认","与需求无关，使用默认值"
"angle_enable_vulkan","","true","//third_party/angle/gni/angle.gni:150","是","false","禁用Vulkan GPU后端"
"angle_enable_vulkan_gpu_trace_events","Enable Vulkan GPU trace event capability","false","//third_party/angle/src/libANGLE/renderer/vulkan/BUILD.gn:18","否","保持默认","与需求无关，使用默认值"
"angle_enable_vulkan_system_info","Enable using Vulkan to collect system info as a fallback.","false","//third_party/angle/BUILD.gn:35","否","保持默认","与需求无关，使用默认值"
"angle_enable_vulkan_validation_layers","","true","//third_party/angle/gni/angle.gni:205","否","保持默认","与需求无关，使用默认值"
"angle_expose_non_conformant_extensions_and_versions","Enables non-conformant extensions and features","false","//third_party/angle/BUILD.gn:56","否","保持默认","与需求无关，使用默认值"
"angle_extract_native_libs","Extract native libs in ANGLE apk. Useful for flamegraph generation.","false","//third_party/angle/gni/angle.gni:11","否","保持默认","与需求无关，使用默认值"
"angle_force_context_check_every_call","Optional feature that forces dirty state whenever we use a new context regardless of thread.","false","//third_party/angle/BUILD.gn:59","否","保持默认","与需求无关，使用默认值"
"angle_glesv2_extension","","""""","//third_party/angle/BUILD.gn:63","否","保持默认","与需求无关，使用默认值"
"angle_has_frame_capture","Frame capture code is enabled by default if rapidjson is available.","true","//third_party/angle/gni/angle.gni:126","否","保持默认","与需求无关，使用默认值"
"angle_has_histograms","","true","//third_party/angle/gni/angle.gni:255","否","保持默认","与需求无关，使用默认值"
"angle_has_rapidjson","Indicate if the rapidJSON library is available to build with in third_party/.","true","//third_party/angle/gni/angle.gni:94","否","保持默认","与需求无关，使用默认值"
"angle_is_winuwp","There's no ""is_winuwp"" helper in BUILDCONFIG.gn, so we define one ourselves","false","//third_party/angle/gni/angle.gni:113","否","保持默认","仅支持Linux平台，此参数不适用"
"angle_libs_suffix","","""""","//third_party/angle/gni/angle.gni:119","否","保持默认","与需求无关，使用默认值"
"angle_link_glx","Link in system libGL, to work with apitrace. See doc/DebuggingTips.md.","false","//third_party/angle/BUILD.gn:38","否","保持默认","与需求无关，使用默认值"
"angle_restricted_traces","","[]","//third_party/angle/gni/angle.gni:23","否","保持默认","与需求无关，使用默认值"
"angle_shared_libvulkan","Vulkan loader is statically linked on Mac. http://anglebug.com/4477","true","//third_party/angle/gni/angle.gni:110","否","保持默认","与需求无关，使用默认值"
"angle_standalone","True if we are building inside an ANGLE checkout.","false","//third_party/angle/gni/angle.gni:140","否","保持默认","与需求无关，使用默认值"
"angle_use_custom_libvulkan","","true","//third_party/angle/src/common/vulkan/BUILD.gn:13","否","保持默认","与需求无关，使用默认值"
"angle_use_gbm","","false","//third_party/angle/gni/angle.gni:45","否","保持默认","与需求无关，使用默认值"
"angle_use_spirv_gen_through_glslang","Use glslang to generate SPIR-V","false","//third_party/angle/gni/angle.gni:172","否","保持默认","与需求无关，使用默认值"
"angle_use_vulkan_display","","true","//third_party/angle/gni/angle.gni:50","否","保持默认","与需求无关，使用默认值"
"angle_use_vulkan_null_display","When set to true, ANGLE will not use VK_KHR_surface and VK_KHR_swapchain extensions. Content can be rendered only off-screen.","false","//third_party/angle/gni/angle.gni:159","否","保持默认","与需求无关，使用默认值"
"angle_use_wayland","","true","//third_party/angle/gni/angle.gni:49","否","保持默认","与需求无关，使用默认值"
"angle_use_x11","","true","//third_party/angle/gni/angle.gni:46","否","保持默认","与需求无关，使用默认值"
"angle_vulkan_display_mode","Display mode for ANGLE vulkan display, could be 'simple' or 'headless', default is 'simple'.","""simple""","//third_party/angle/gni/angle.gni:14","否","保持默认","与需求无关，使用默认值"
"angle_vulkan_headers_dir","","""//third_party/vulkan-deps/vulkan-headers/src""","//third_party/angle/gni/angle.gni:232","否","保持默认","与需求无关，使用默认值"
"angle_vulkan_loader_dir","","""//third_party/vulkan-deps/vulkan-loader/src""","//third_party/angle/gni/angle.gni:234","否","保持默认","与需求无关，使用默认值"
"angle_vulkan_tools_dir","","""//third_party/vulkan-deps/vulkan-tools/src""","//third_party/angle/gni/angle.gni:236","否","保持默认","与需求无关，使用默认值"
"angle_vulkan_validation_layers_dir","","""//third_party/vulkan-deps/vulkan-validation-layers/src""","//third_party/angle/gni/angle.gni:238","否","保持默认","与需求无关，使用默认值"
"angle_wayland_dir","Directory where to find wayland source files","""//third_party/angle/third_party/wayland""","//third_party/angle/gni/angle.gni:229","否","保持默认","与需求无关，使用默认值"
"angle_with_capture_by_default","Defaults to capture building to $root_out_dir/angle_libs/with_capture. Switch on to build capture to $root_out_dir.","false","//third_party/angle/gni/angle.gni:18","否","保持默认","与需求无关，使用默认值"
"apm_debug_dump","Selects whether debug dumps for the audio processing module should be generated.","false","//third_party/webrtc/webrtc.gni:117","否","保持默认","与需求无关，使用默认值"
"archive_seed_corpus","When true, seed corpora archives are built.","true","//build/config/sanitizers/sanitizers.gni:108","是","false","不需要fuzzer种子语料库"
"audio_input_sample_rate","Recording happens at this sample rate. Must be 16000, 48000 or 96000 Hz.","16000","//chromecast/chromecast.gni:118","否","保持默认","与需求无关，使用默认值"
"auto_profile_path","AFDO (Automatic Feedback Directed Optimizer) is a form of profile-guided optimization that GCC supports. It used by ChromeOS in their official builds. To use it, set auto_profile_path to the path to a file containing the needed gcov profiling data.","""""","//build/config/compiler/BUILD.gn:86","否","保持默认","与需求无关，使用默认值"
"blink_animation_use_time_delta","Use base::TimeDelta to represent time in renderer/core/animations. See http://crbug.com/737867","false","//third_party/blink/renderer/core/animation/BUILD.gn:11","否","保持默认","与需求无关，使用默认值"
"blink_enable_generated_code_formatting","Format the generated files to improve the code readability. Apply clang- format, gn format, etc. to the generated files if possible.","false","//third_party/blink/renderer/config.gni:26","否","保持默认","与需求无关，使用默认值"
"blink_gc_plugin","Set to true to enable the clang plugin that checks the usage of the Blink garbage-collection infrastructure during compilation.","true","//third_party/blink/renderer/BUILD.gn:18","否","保持默认","与需求无关，使用默认值"
"blink_gc_plugin_option_do_dump_graph","Set to true to have the clang Blink GC plugin emit class graph (in JSON) with typed pointer edges; for debugging or other (internal) uses.","false","//third_party/blink/renderer/BUILD.gn:22","否","保持默认","与需求无关，使用默认值"
"blink_gc_plugin_option_warn_unneeded_finalizer","Set to true to have the clang Blink GC plugin additionally check if a class has an empty destructor which would be unnecessarily invoked when finalized.","false","//third_party/blink/renderer/BUILD.gn:27","否","保持默认","与需求无关，使用默认值"
"blink_symbol_level","How many symbols to include in the build of blink. This affects the performance of the build since the symbols are large and dealing with them is slow. internal linkage (static functions or those in anonymous namespaces) may not appear when using this level. On some platforms (including Windows) filenames and line numbers will be included. Information about types and locals is not included. include function names suitable for backtraces.","-1","//third_party/blink/renderer/config.gni:40","否","保持默认","与需求无关，使用默认值"
"branding_file_path","The path to the BRANDING file in chrome/app/theme.","""//chrome/app/theme/chromium/BRANDING""","//build/config/chrome_build.gni:24","否","保持默认","与需求无关，使用默认值"
"branding_path_component","","""chromium""","//build/config/chrome_build.gni:18","否","保持默认","与需求无关，使用默认值"
"build_angle_deqp_tests","Don't build dEQP by default.","false","//third_party/angle/src/tests/BUILD.gn:12","是","false","不需要dEQP测试"
"build_angle_gles1_conform_tests","","false","//third_party/angle/src/tests/BUILD.gn:13","否","保持默认","不需要测试/基准测试功能"
"build_angle_perftests","","true","//third_party/angle/src/tests/BUILD.gn:16","否","保持默认","不需要测试/基准测试功能"
"build_angle_trace_perf_tests","","false","//third_party/angle/src/tests/BUILD.gn:14","否","保持默认","不需要测试/基准测试功能"
"build_contextual_search","","false","//components/contextual_search/features.gni:6","否","保持默认","与需求无关，使用默认值"
"build_dawn_tests","Should Dawn test binaries (unittests, end2end_tests, perf_tests) be built? Independent of use_dawn, which controls whether Dawn is used in Chromium.","true","//ui/gl/features.gni:26","是","false","不需要Dawn测试"
"build_libsrtp_tests","Tests may not be appropriate for some build environments, e.g. Windows. Rather than enumerate valid options, we just let clients ask for them.","false","//third_party/libsrtp/BUILD.gn:10","否","保持默认","不需要测试/基准测试功能"
"build_tflite_with_ruy","Turns on TFLITE_WITH_RUY, using ruy as the gemm backend instead of gemmlowp.","true","//third_party/tflite/features.gni:13","否","保持默认","与需求无关，使用默认值"
"build_tflite_with_xnnpack","This enables building TFLite with XNNPACK. Currently only available for Linux x64.","true","//third_party/tflite/features.gni:10","否","保持默认","与需求无关，使用默认值"
"build_with_internal_optimization_guide","Use is_chrome_branded as a proxy for ""does src-internal exist"".","false","//components/optimization_guide/features.gni:38","否","保持默认","与需求无关，使用默认值"
"build_with_mozilla","Enable to use the Mozilla internal settings.","false","//third_party/webrtc/webrtc.gni:144","否","保持默认","与需求无关，使用默认值"
"build_with_tflite_lib","","true","//components/optimization_guide/features.gni:14","否","保持默认","与需求无关，使用默认值"
"builtin_cert_verifier_feature_supported","Platforms where both the builtin cert verifier and a platform verifier are supported and may be switched between using the CertVerifierBuiltin feature flag. This does not include platforms where the builtin cert verifier is the only verifier supported.","false","//net/features.gni:46","否","保持默认","与需求无关，使用默认值"
"builtin_cert_verifier_policy_supported","Platforms where the BuiltinCertificateVerifierEnabled enterprise policy is supported. This must must match the supported_on list of the policy in policy_templates.json and be a subset of the builtin_cert_verifier_feature_supported platforms. See crbug.com/410574. This can be removed when the builtin verifier is unconditionally enabled on all platforms.","false","//chrome/common/features.gni:35","否","保持默认","与需求无关，使用默认值"
"bundle_widevine_cdm","Widevine CDM is bundled as part of Google Chrome builds.","false","//third_party/widevine/cdm/widevine.gni:58","否","保持默认","与需求无关，使用默认值"
"cast_allow_developer_certificate","Whether or not self-signed certificates are enabled for the receiver and sender implementations.","false","//third_party/openscreen/src/build/config/cast.gni:8","否","保持默认","与需求无关，使用默认值"
"cast_build_incremental","The incremental build number. The Cast automated builders will set this value to indicate the buildset. Note: The default value should be greater than any value the builder may assign to prevent attempted automatic updates when the default value is used.","""999999""","//chromecast/chromecast.gni:34","否","保持默认","与需求无关，使用默认值"
"cast_is_debug","If true, IS_CAST_DEBUG_BUILD() will evaluate to 1 in version.h. Otherwise, it will evaluate to 0. Overriding this when is_debug=false is useful for doing engineering builds.","false","//chromecast/chromecast.gni:28","否","保持默认","与需求无关，使用默认值"
"cast_streaming_enable_remoting","Whether the cast remoting feature should be enabled in this build.","false","//components/cast_streaming/features.gni:9","否","保持默认","与需求无关，使用默认值"
"cast_volume_control_in_avsettings","Set to true on devices where the VolumeControl implementation is in the libcast_avsettings_1.0.so instead of in libcast_media_1.0.so.","false","//chromecast/chromecast.gni:59","否","保持默认","与需求无关，使用默认值"
"cc_wrapper","Set to ""ccache"", ""icecc"" or ""distcc"". Probably doesn't work on windows.","""""","//build/toolchain/cc_wrapper.gni:37","否","保持默认","与需求无关，使用默认值"
"chrome_pgo_phase","Specify the current PGO phase. Here's the different values that can be used: PGO profiles are generated from `dcheck_always_on = false` builds. Mixing those profiles with `dcheck_always_on = true` builds can cause the compiler to think some code is hotter than it actually is, potentially causing very bad compile times.","0","//build/config/compiler/pgo/pgo.gni:19","否","保持默认","与需求无关，使用默认值"
"chrome_root_store_policy_supported","Platforms where the ChromeRootStoreEnabled enterprise policy is supported. This must must match the supported_on/future_on list of the policy in policy_templates.json and be a subset of the chrome_root_store_supported platforms. See https://crbug.com/1228958. This can be removed when the Chrome Root Store is unconditionally enabled on all platforms.","false","//chrome/common/features.gni:43","否","保持默认","与需求无关，使用默认值"
"chrome_root_store_supported","Platforms for which the builtin cert verifier can use the Chrome Root Store. See https://crbug.com/1216547 for status.","false","//net/features.gni:50","否","保持默认","与需求无关，使用默认值"
"chrome_wide_echo_cancellation_supported","Currently it is available on Win, Mac and Linux, since it requires the audio service to run in a separate process.","true","//media/media_options.gni:306","否","保持默认","与需求无关，使用默认值"
"chromecast_branding","chromecast_branding is used to include or exclude Google-branded components. Set it to ""public"" for a Chromium build. TODO(crbug.com/1293517): Remove usages in Chromium and move to //chromecast.","""public""","//build/config/chromecast_build.gni:21","否","保持默认","与需求无关，使用默认值"
"chromeos_afdo_platform","This configuration is used to select a default profile in Chrome OS based on the microarchitectures we are using. This is only used if clang_use_default_sample_profile is true and clang_sample_profile_path is empty.","""atom""","//build/config/compiler/BUILD.gn:109","否","保持默认","仅支持Linux平台，此参数不适用"
"chromeos_is_browser_only","Deprecated, use is_lacros. This controls UI configuration for Chrome. If this flag is set, we assume Chrome runs on Chrome OS devices, using Wayland (instead of X11). TODO(crbug.com/1052397): Define chromeos_product instead, which takes either ""browser"" or ""ash"". Re-define the following variables as: is_lacros = chromeos_product == ""browser"" is_ash = chromeos_product == ""ash""","false","//build/config/chromeos/ui_mode.gni:19","是","false","不是ChromeOS浏览器"
"clang_base_path","","""//third_party/llvm-build/Release+Asserts""","//build/config/clang/clang.gni:17","否","保持默认","与需求无关，使用默认值"
"clang_diagnostic_dir","","""../../tools/clang/crashreports""","//build/config/compiler/compiler.gni:127","否","保持默认","与需求无关，使用默认值"
"clang_emit_debug_info_for_profiling","Emit debug information for profiling wile building with clang.","false","//build/config/compiler/BUILD.gn:112","否","保持默认","与需求无关，使用默认值"
"clang_sample_profile_path","Path to an AFDO profile to use while building with clang, if any. Empty implies none.","""""","//build/config/compiler/BUILD.gn:93","否","保持默认","与需求无关，使用默认值"
"clang_use_chrome_plugins","","true","//build/config/clang/clang.gni:14","否","保持默认","与需求无关，使用默认值"
"clang_use_default_sample_profile","","false","//build/config/compiler/BUILD.gn:102","否","保持默认","与需求无关，使用默认值"
"clang_version","","""15.0.0""","//build/toolchain/toolchain.gni:36","否","保持默认","与需求无关，使用默认值"
"com_init_check_hook_disabled","Set to true to disable COM init check hooks.","false","//base/BUILD.gn:63","否","保持默认","与需求无关，使用默认值"
"compile_credentials","","true","//sandbox/linux/BUILD.gn:17","否","保持默认","与需求无关，使用默认值"
"compile_suid_client","","true","//sandbox/linux/BUILD.gn:15","否","保持默认","与需求无关，使用默认值"
"compiler_timing","Turn this on to have the compiler output extra timing information.","false","//build/config/compiler/BUILD.gn:115","否","保持默认","与需求无关，使用默认值"
"compute_build_timestamp","This should be the filename of a script that prints a single line containing an integer that's a unix timestamp in UTC. This timestamp is used as build time and will be compiled into other code. This argument may look unused. Before removing please check with the chromecast team to see if they still use it internally.","""compute_build_timestamp.py""","//build/timestamp.gni:17","否","保持默认","与需求无关，使用默认值"
"compute_inputs_for_analyze","Enable this flag when running ""gn analyze"". This causes some gn actions to compute inputs immediately (via exec_script) where they would normally compute them only when executed (and write them to a depfile). This flag will slow down GN, but is required for analyze to work properly.","false","//build/config/compute_inputs_for_analyze.gni:13","否","保持默认","与需求无关，使用默认值"
"concurrent_links","Limit the number of concurrent links; we often want to run fewer links at once than we do compiles, because linking is memory-intensive. The default to use varies by platform and by the amount of memory available, so we call out to a script to get the right value.","-1","//build/toolchain/concurrent_links.gni:23","否","保持默认","与需求无关，使用默认值"
"content_shell_major_version","","""999""","//content/shell/BUILD.gn:38","否","保持默认","与需求无关，使用默认值"
"content_shell_product_name","","""Content Shell""","//content/shell/BUILD.gn:36","否","保持默认","与需求无关，使用默认值"
"content_shell_version","","""999.77.34.5""","//content/shell/BUILD.gn:37","否","保持默认","与需求无关，使用默认值"
"coverage_instrumentation_input_file","The path to the coverage instrumentation input file should be a source root absolute path (e.g. //out/Release/coverage_instrumentation_input.txt), and the file consists of multiple lines where each line represents a path to a source file, and the paths must be relative to the root build directory. e.g. ../../base/task/post_task.cc for build directory 'out/Release'. NOTE that this arg will be non-op if use_clang_coverage is false.","""""","//build/config/coverage/coverage.gni:36","否","保持默认","与需求无关，使用默认值"
"cppgc_allow_allocations_in_prefinalizers","Enable allocations during prefinalizer invocations.","false","//v8/BUILD.gn:297","否","保持默认","与需求无关，使用默认值"
"cppgc_enable_caged_heap","","true","//v8/BUILD.gn:290","否","保持默认","与需求无关，使用默认值"
"cppgc_enable_object_names","Enable object names in cppgc for debug purposes.","false","//v8/gni/v8.gni:95","否","保持默认","与需求无关，使用默认值"
"cppgc_enable_pointer_compression","Enable pointer compression in cppgc.","false","//v8/gni/v8.gni:101","否","保持默认","与需求无关，使用默认值"
"cppgc_enable_verify_heap","Enables additional heap verification phases and checks.","""""","//v8/BUILD.gn:294","否","保持默认","与需求无关，使用默认值"
"cppgc_enable_young_generation","Enable young generation in cppgc.","false","//v8/gni/v8.gni:98","否","保持默认","与需求无关，使用默认值"
"cppgc_is_standalone","","false","//v8/gni/v8.gni:92","否","保持默认","与需求无关，使用默认值"
"crashpad_dependencies","Determines various flavors of build configuration, and which concrete targets to use for dependencies. Valid values are ""standalone"", ""chromium"",","""chromium""","//third_party/crashpad/crashpad/build/crashpad_buildconfig.gni:19","否","保持默认","与需求无关，使用默认值"
"crashpad_http_transport_impl","","""libcurl""","//third_party/crashpad/crashpad/util/net/tls.gni:21","否","保持默认","与需求无关，使用默认值"
"crashpad_use_boringssl_for_http_transport_socket","","true","//third_party/crashpad/crashpad/util/net/tls.gni:30","否","保持默认","与需求无关，使用默认值"
"cros_board","This is used only by Simple Chrome to bind its value to test-runner scripts generated at build-time.","""""","//build/config/chromeos/args.gni:8","否","保持默认","与需求无关，使用默认值"
"cros_sdk_version","Similar to cros_board above, this used only by test-runner scripts in Simple Chrome.","""""","//build/config/chromeos/args.gni:12","否","保持默认","与需求无关，使用默认值"
"current_cpu","","""""","","否","保持默认","与需求无关，使用默认值"
"current_os","","""""","","否","保持默认","与需求无关，使用默认值"
"custom_toolchain","Allows the path to a custom target toolchain to be injected as a single argument, and set as the default toolchain.","""""","//build/config/BUILDCONFIG.gn:147","否","保持默认","与需求无关，使用默认值"
"custom_vulkan_loader_library_name","","""""","//third_party/vulkan-deps/vulkan-loader/src/BUILD.gn:20","否","保持默认","与需求无关，使用默认值"
"dawn_always_assert","Enable Dawn's ASSERTs even in release builds","false","//third_party/dawn/scripts/dawn_features.gni:44","否","保持默认","与需求无关，使用默认值"
"dawn_complete_static_libs","Should the Dawn static libraries be fully linked vs. GN's default of treating them as source sets. This is useful for people using Dawn standalone to produce static libraries to use in their projects.","false","//third_party/dawn/scripts/dawn_features.gni:49","否","保持默认","与需求无关，使用默认值"
"dawn_enable_d3d12","Enables the compilation of Dawn's D3D12 backend","false","//third_party/dawn/scripts/dawn_features.gni:52","否","保持默认","与需求无关，使用默认值"
"dawn_enable_desktop_gl","Enables the compilation of Dawn's OpenGL backend","true","//third_party/dawn/scripts/dawn_features.gni:63","否","保持默认","与需求无关，使用默认值"
"dawn_enable_error_injection","","false","//third_party/dawn/scripts/dawn_features.gni:78","否","保持默认","与需求无关，使用默认值"
"dawn_enable_metal","Enables the compilation of Dawn's Metal backend","false","//third_party/dawn/scripts/dawn_features.gni:55","否","保持默认","与需求无关，使用默认值"
"dawn_enable_null","Enables the compilation of Dawn's Null backend","true","//third_party/dawn/scripts/dawn_features.gni:59","是","true","启用Dawn null后端"
"dawn_enable_opengles","","true","//third_party/dawn/scripts/dawn_features.gni:69","否","保持默认","与需求无关，使用默认值"
"dawn_enable_vulkan","Enables the compilation of Dawn's Vulkan backend Disables vulkan when compiling for UWP, since UWP only supports d3d","true","//third_party/dawn/scripts/dawn_features.gni:73","是","false","禁用Dawn Vulkan后端"
"dawn_enable_vulkan_loader","","true","//third_party/dawn/scripts/dawn_features.gni:92","否","保持默认","与需求无关，使用默认值"
"dawn_enable_vulkan_validation_layers","","true","//third_party/dawn/scripts/dawn_features.gni:87","否","保持默认","与需求无关，使用默认值"
"dawn_use_angle","","true","//third_party/dawn/scripts/dawn_features.gni:35","否","保持默认","与需求无关，使用默认值"
"dawn_use_swiftshader","Enables SwiftShader as the fallback adapter. Requires dawn_swiftshader_dir to be set to take effect.","true","//third_party/dawn/scripts/dawn_features.gni:39","否","保持默认","与需求无关，使用默认值"
"dcheck_always_on","","true","//build/config/dcheck_always_on.gni:25","否","保持默认","与需求无关，使用默认值"
